4.6949,0.99589
4.7124,0.99143
4.7298,0.99251
4.7473,0.99814
4.7647,1.0049
4.7822,0.98957
4.7997,1.0012
4.8171,1.0017
4.8346,1.0133
4.852,1.0202
4.8695,1.0152
4.8869,1.0191
4.9044,1.0155
4.9218,1.0172
4.9393,1.0259
4.9567,1.0344
4.9742,1.0463
4.9916,1.0416
5.0091,1.0408
5.0265,1.0466
5.044,1.052
5.0615,1.0674
5.0789,1.0731
5.0964,1.0793
5.1138,1.0888
5.1313,1.0942
5.1487,1.1007
5.1662,1.1148
5.1836,8.8693
5.2011,8.9422
5.2185,9.0209
5.236,9.8322
5.2534,9.5879
5.2709,9.53
5.2883,9.0017
5.3058,8.7588
5.3233,8.5423
5.3407,8.3507
5.3582,8.1422
5.3756,7.9539
5.3931,7.7873
5.4105,7.6158
5.428,7.465
5.4454,7.3202
5.4629,7.1848
5.4803,7.0599
5.4978,4.9505
5.5152,4.8646
5.5327,4.7868
5.5501,4.7037
5.5676,4.6396
5.5851,4.5658
5.6025,4.5061
5.62,4.4398
5.6374,4.3779
5.6549,4.4148
5.6723,4.5338
5.6898,4.6519
5.7072,4.7709
5.7247,4.8996
5.7421,5.0423
5.7596,5.7466
5.777,5.7607
5.7945,5.8233
5.8119,5.9472
5.8294,6.6806
5.8469,6.6175
5.8643,6.5679
5.8818,6.5268
5.8992,6.4749
5.9167,6.4378
5.9341,6.3862
5.9516,6.3492
5.969,6.3143
5.9865,6.279
6.0039,6.2371
6.0214,4.8822
6.0388,4.0822
6.0563,3.4946
6.0737,3.0745
6.0912,2.7285
6.1087,2.633
6.1261,2.6417
6.1436,2.6532
6.161,2.6562
6.1785,2.6685
6.1959,1.8058
6.2134,1.7398
6.2308,1.6898
6.2483,1.649
6.2657,1.6279
